collision_index,vehicle_reference,vehicle_type,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,sex_of_driver,age_band_of_driver
47288,2,1,18,7,3,1,3
47289,1,9,10,8,4,2,8
47290,2,9,13,1,5,3,-1
47291,1,9,18,7,3,1,4
47292,2,9,18,7,3,1,5
47293,1,9,9,4,3,1,4
47294,2,9,3,3,3,1,10
47295,1,9,9,5,1,1,11
47296,1,9,10,6,4,2,5
47297,2,9,4,8,4,1,6
47298,1,9,18,5,1,3,-1
47299,2,9,18,5,1,2,7
47300,1,9,18,7,3,2,10
47301,1,-1,1,1,6,3,-1
47302,2,1,18,4,6,1,3
47303,3,1,18,4,6,1,3
47304,1,2,18,7,3,1,4
47305,2,9,9,7,5,1,7
47306,1,9,18,1,5,1,4
47307,2,9,18,5,1,1,7
47308,1,9,18,1,5,2,11
47309,2,3,18,5,1,1,5
47310,1,9,9,1,7,2,6
47311,2,9,18,7,3,1,9
47312,1,90,18,4,8,1,7
47313,1,9,18,2,6,1,7
47314,2,9,18,2,6,1,5
47315,1,9,5,1,5,1,9
47316,2,4,5,1,5,1,4
47317,1,9,5,5,1,2,4
47318,2,21,5,3,7,1,6
47319,1,9,5,1,5,1,5
47320,2,9,18,3,7,1,9
47321,1,9,18,1,5,3,-1
47322,1,8,3,1,5,1,8
47323,2,9,13,1,5,3,4
47324,1,9,18,3,7,1,9
47325,2,5,18,2,6,1,6
47326,1,11,18,4,1,1,9
47327,2,9,18,6,7,1,-1
47328,1,9,18,3,7,1,11
47329,2,9,2,0,0,1,6
47330,1,21,18,6,2,1,6
47331,2,21,18,4,8,1,8
47332,1,19,6,5,5,1,9
47333,1,9,18,6,2,1,9
47334,1,98,5,8,4,1,-1
47335,1,19,18,2,6,1,9
47336,2,8,5,1,4,1,8
47337,1,9,18,1,5,1,10
47338,1,3,18,2,6,2,7
47339,1,1,5,6,6,1,7
47340,2,9,3,4,8,3,4
47341,1,9,18,2,6,1,6
47342,2,-1,6,6,5,3,-1
47343,1,9,18,6,2,3,-1
47344,1,9,18,3,6,1,5
47345,2,9,9,8,6,1,5
47346,1,8,1,5,1,1,6
47347,1,9,1,4,8,1,-1
47348,1,9,15,4,8,2,6
47349,2,9,9,4,2,1,7
47350,1,3,15,4,8,1,7
47351,2,9,5,6,2,2,6
47352,1,9,9,5,3,2,5
47353,2,9,18,1,5,1,6
47354,1,9,18,1,3,1,6
47355,1,90,18,3,7,1,-1
47356,1,1,10,8,6,1,4
47357,1,9,18,3,7,1,10
47358,2,90,18,1,5,2,3
47359,1,3,18,7,3,1,4
47360,1,19,2,3,7,1,7
47361,2,9,2,3,7,3,-1
47362,1,1,18,2,6,1,8
47363,2,9,8,2,3,1,5
47364,1,1,5,3,7,1,4
47365,2,9,18,2,5,3,-1
47366,1,9,3,4,2,1,8
47367,1,9,18,4,8,1,9
47368,2,9,18,2,8,2,4
47369,1,11,18,8,4,2,7
47370,1,9,18,4,8,3,-1
47371,2,11,18,4,8,1,9
47372,1,98,18,3,7,1,8
47373,2,9,18,7,3,1,6
47374,1,11,4,5,1,1,9
47375,1,90,18,3,7,1,6
47376,2,9,18,1,5,2,4
47377,1,9,18,5,1,2,6
47378,2,9,18,1,5,1,7
47379,1,9,18,2,6,3,-1
47380,2,1,18,4,8,1,3
47381,1,90,18,6,2,1,7
47382,2,9,9,2,1,2,4
47383,1,9,18,5,5,2,6
47384,2,9,13,5,5,1,8
47385,1,9,18,5,1,2,4
47386,2,9,18,1,5,1,7
47387,1,97,18,1,5,1,10
47388,1,9,18,7,3,2,8
47389,2,1,18,7,3,1,-1
47390,1,9,18,7,3,2,10
47391,1,9,18,4,8,1,6
47392,1,9,18,2,5,2,10
47393,2,9,18,5,1,1,6
47394,1,9,13,5,1,1,6
47395,1,19,2,0,0,3,-1
47396,2,1,18,6,2,2,4
47397,1,9,18,7,3,1,7
47398,2,9,18,3,7,2,10
47399,1,9,18,7,3,2,5
47400,2,9,18,4,2,2,10
47401,1,4,18,5,1,1,5
47402,2,9,9,7,5,1,5
47403,1,5,18,2,7,1,8
47404,2,9,18,7,1,1,9
47405,1,9,18,1,5,2,-1
47406,2,9,3,1,2,2,8
47407,1,8,12,1,5,1,9
47408,2,1,5,3,1,1,5
47409,1,9,18,5,1,1,8
47410,2,9,3,5,1,1,6
47411,1,9,3,1,5,2,7
47412,2,9,3,1,5,2,7
47413,1,2,18,3,7,1,4
47414,2,19,3,3,7,1,7
47415,1,9,9,1,8,1,7
47416,2,9,18,5,1,2,4
47417,1,9,4,5,1,2,8
47418,2,9,5,5,1,1,-1
47419,1,9,9,5,3,2,5
47420,2,9,18,1,5,1,6
47421,1,9,18,1,5,3,-1
47422,2,9,3,1,5,2,8
47423,1,9,18,3,7,1,4
47424,1,9,18,1,5,1,9
47425,1,9,18,1,7,3,-1
47426,2,11,18,5,1,1,10
47427,1,9,18,7,3,1,6
47428,1,9,5,0,2,1,7
47429,2,9,18,2,6,1,9
47430,1,1,18,7,3,1,4
47431,2,9,10,5,3,2,9
47432,1,9,18,7,3,1,11
47433,2,9,18,3,7,1,8
47434,1,90,18,7,3,3,4
47435,1,9,8,7,2,1,10
47436,2,98,10,5,3,1,9
47437,1,1,7,5,8,1,7
47438,2,9,18,4,8,3,6
47439,1,1,18,7,3,1,2
47440,2,9,2,0,0,3,-1
47441,1,3,18,4,8,1,4
47442,2,9,2,0,0,3,-1
47443,1,9,18,7,3,1,7
47444,2,9,3,1,5,1,7
47445,3,9,18,7,3,1,11
47446,4,9,18,7,3,1,8
47447,1,5,18,5,1,1,7
47448,1,9,18,2,6,1,8
47449,2,9,18,2,6,1,8
47450,1,1,4,2,6,1,6
47451,2,9,18,2,6,3,6
47452,1,11,18,7,3,1,8
47453,2,9,5,7,3,2,10
47454,1,9,4,8,3,2,7
47455,2,9,18,8,3,2,-1
47456,3,9,18,7,3,3,-1
47457,4,9,18,8,3,2,6
47458,1,9,18,3,1,1,7
47459,1,-1,18,1,5,3,-1
47460,1,9,9,2,7,2,6
47461,2,1,18,4,8,1,6
47462,1,90,18,1,5,1,4
47463,2,9,7,5,7,1,10
47464,1,9,2,5,1,2,11
47465,2,9,18,5,1,2,9
47466,1,1,18,1,5,1,9
47467,2,1,18,1,5,1,8
47468,1,8,18,6,1,1,7
47469,2,9,18,4,8,1,6
47470,1,9,4,7,3,1,10
47471,2,9,18,7,3,3,9
47472,1,9,4,4,8,2,7
47473,2,9,1,4,4,1,7
47474,1,11,18,1,2,2,7
47475,1,5,18,2,4,1,7
47476,2,4,5,4,2,1,5
47477,1,9,18,2,4,2,8
47478,1,9,7,7,3,1,6
47479,2,9,18,4,8,1,10
47480,3,9,18,4,8,1,6
47481,1,9,13,4,8,3,7
47482,2,1,9,4,8,1,9
47483,1,9,4,7,3,2,9
47484,2,3,4,7,3,1,5
47485,3,3,4,7,3,1,8
47486,1,1,18,5,1,1,6
47487,1,1,18,1,5,1,3
47488,2,9,9,3,1,1,7
47489,1,19,7,8,2,1,5
47490,1,20,18,2,6,1,10
47491,2,9,18,2,6,2,8
47492,3,8,18,6,2,1,6
47493,4,97,18,6,2,1,7
47494,5,19,18,6,2,1,9
47495,6,21,18,6,2,1,7
47496,1,9,18,2,6,2,8
47497,1,1,5,2,4,1,5
47498,2,9,5,2,4,3,5
47499,1,3,18,8,4,1,7
47500,1,9,18,1,5,2,5
47501,1,9,18,6,2,2,7
47502,1,97,18,3,3,3,4
47503,2,9,4,3,3,2,5
47504,1,9,18,1,5,1,-1
47505,2,9,18,1,5,2,7
47506,1,19,18,1,1,1,6
47507,2,19,18,1,1,2,6
47508,3,19,18,1,1,2,8
47509,1,9,7,2,6,3,7
47510,1,11,7,6,1,1,7
47511,1,9,18,8,8,3,4
47512,1,9,18,1,5,1,7
47513,2,9,18,7,3,2,10
47514,1,9,18,2,6,1,4
47515,1,9,1,2,6,1,8
47516,1,9,18,3,7,1,8
47517,1,97,18,7,7,1,3
47518,1,9,4,5,1,2,11
47519,2,1,-1,-1,-1,2,7
47520,1,5,18,6,2,1,7
47521,1,9,1,4,6,1,8
47522,1,9,7,5,1,1,11
47523,2,9,18,3,7,1,5
47524,3,9,18,7,3,1,9
47525,1,9,18,3,7,1,6
47526,1,9,18,1,5,2,7
47527,1,1,18,7,3,1,3
47528,2,9,7,7,3,1,7
47529,1,9,18,2,3,1,7
47530,1,2,5,5,3,1,4
47531,2,9,5,3,7,2,5
47532,1,9,18,5,1,1,8
47533,1,5,18,1,5,1,6
47534,2,9,2,5,1,3,-1
47535,1,9,18,3,7,2,9
47536,2,9,5,5,1,1,11
47537,1,9,18,5,2,1,7
47538,2,9,18,2,5,1,4
47539,1,9,5,1,5,2,6
47540,2,9,18,3,5,1,8
47541,1,90,18,4,8,1,8
47542,1,9,18,1,5,2,10
47543,1,3,18,1,5,1,6
47544,2,9,18,5,1,1,7
47545,1,9,18,3,3,1,9
47546,2,11,18,7,3,1,7
47547,1,11,18,4,8,1,7
47548,2,11,18,4,7,1,4
47549,1,9,18,6,4,1,6
47550,1,9,5,5,1,1,6
47551,2,1,18,6,2,1,6
47552,1,9,18,8,4,2,6
47553,1,1,18,8,4,1,11
47554,2,9,2,0,0,3,-1
47555,1,9,18,1,5,3,6
47556,2,1,18,3,7,1,3
47557,1,9,3,6,2,2,7
47558,2,9,18,4,2,3,-1
47559,1,9,18,5,1,3,2
47560,2,1,5,1,2,1,2
47561,1,9,18,1,2,1,5
47562,2,9,18,4,2,1,-1
47563,1,98,7,6,4,1,7
47564,2,1,18,2,2,1,9
47565,1,9,3,6,2,1,10
47566,2,19,18,6,2,1,6
47567,1,9,4,5,1,1,6
47568,2,9,18,5,1,2,9
47569,1,9,18,3,7,1,4
47570,1,9,18,6,2,2,6
47571,2,9,5,8,4,3,-1
47572,1,9,5,1,2,1,6
47573,2,9,5,2,1,3,5
47574,1,9,18,2,6,1,7
47575,1,9,18,3,2,1,8
47576,1,9,18,5,1,2,8
47577,2,5,18,1,5,1,6
47578,1,9,18,7,3,1,7
47579,2,1,18,5,1,1,5
47580,1,9,1,5,1,2,9
47581,2,1,18,3,7,1,7
47582,1,9,5,8,8,1,8
47583,2,9,5,8,8,1,7
47584,1,9,18,3,7,1,8
47585,2,98,7,1,7,1,5
47586,1,9,14,6,2,2,6
47587,1,1,18,5,1,1,4
47588,1,19,18,3,7,1,9
47589,2,9,18,7,3,1,9
47590,1,9,18,7,3,2,5
47591,2,19,18,3,7,1,7
47592,1,19,1,7,7,1,6
47593,2,1,18,5,1,1,2
47594,1,9,18,1,5,1,6
47595,1,9,18,5,1,1,5
47596,2,9,2,0,0,3,-1
47597,3,9,2,0,0,3,-1
47598,1,11,18,2,6,3,-1
47599,1,9,5,7,3,1,6
47600,2,-1,5,3,7,1,4
47601,1,9,18,7,3,2,7
47602,2,9,9,3,1,1,9
47603,3,9,9,3,1,1,6
47604,1,5,9,8,4,1,8
47605,1,9,16,5,1,1,8
47606,2,9,17,1,5,1,11
47607,1,90,18,3,7,1,5
47608,2,9,4,5,1,2,9
47609,1,19,5,7,3,1,7
47610,2,9,18,7,3,1,7
47611,1,9,18,3,7,1,8
47612,2,9,3,7,3,1,4
47613,1,9,18,5,1,2,5
47614,2,9,18,5,1,2,6
47615,1,9,18,1,5,2,4
47616,2,9,2,0,0,2,7
47617,1,9,18,1,5,2,8
47618,2,1,9,1,5,1,3
47619,1,9,4,5,1,1,9
47620,2,21,18,5,1,1,8
47621,3,9,18,6,1,2,7
47622,1,11,4,2,6,1,7
47623,1,5,18,1,5,1,9
47624,2,8,18,6,1,1,10
47625,1,19,18,5,1,3,-1
47626,2,11,18,5,1,1,7
47627,1,9,18,2,6,1,9
47628,2,1,18,2,6,1,10
47629,1,9,18,5,1,3,-1
47630,1,1,18,3,7,1,3
47631,1,9,9,1,6,1,9
47632,1,9,18,4,4,1,6
47633,2,8,10,4,4,1,7
47634,1,9,18,8,1,1,5
47635,2,1,18,5,5,1,5
47636,1,9,4,3,3,1,7
47637,2,9,4,4,4,1,9
47638,3,9,5,4,4,2,5
47639,1,19,18,2,6,1,6
47640,2,9,18,2,6,1,7
47641,1,11,18,-1,-1,1,9
47642,1,9,14,5,1,1,8
47643,2,1,13,5,1,1,8
47644,1,9,18,3,1,3,-1
47645,2,1,18,1,5,3,6
47646,1,2,5,2,1,1,9
47647,1,98,4,3,7,1,7
47648,2,9,4,3,7,2,6
47649,1,11,5,1,2,1,8
47650,1,9,18,8,5,2,8
47651,2,1,18,2,6,1,7
47652,1,9,18,5,1,2,10
47653,1,9,11,5,1,1,7
47654,1,9,18,5,3,1,7
47655,1,9,18,7,3,1,9
47656,2,1,18,3,4,1,2
47657,1,9,9,3,4,1,7
47658,2,9,18,7,3,1,5
47659,1,9,13,3,7,1,6
47660,2,9,9,3,3,2,7
47661,1,90,18,-1,-1,3,-1
47662,1,9,5,8,4,2,5
47663,1,9,18,5,1,1,8
47664,1,11,18,4,2,1,10
47665,1,1,18,2,6,1,6
47666,1,19,18,2,7,1,7
47667,2,9,18,2,7,2,7
47668,1,9,18,7,3,1,10
47669,2,19,18,3,7,1,7
47670,1,90,18,2,3,1,6
47671,2,9,2,0,0,3,-1
47672,1,1,18,8,4,2,9
47673,2,9,18,5,1,3,-1
47674,1,9,18,5,1,1,4
47675,2,21,2,0,0,3,-1
47676,1,9,18,1,5,1,4
47677,1,9,6,7,3,1,11
47678,2,9,18,7,3,1,6
47679,1,90,18,3,7,1,4
47680,2,1,18,7,3,1,7
47681,3,8,7,1,7,1,7
47682,1,5,18,1,5,1,8
47683,2,9,9,1,7,1,8
47684,1,9,9,2,8,2,4
47685,2,9,18,6,2,1,5
47686,1,9,10,3,1,1,6
47687,2,2,18,1,5,1,5
47688,1,9,18,3,7,1,7
47689,1,9,9,8,4,2,7
47690,1,9,18,3,7,1,10
47691,2,9,18,7,3,1,8
47692,161,4,7,2,7,1,10
47693,162,9,18,1,5,2,6
47694,1,9,18,3,7,3,-1
47695,2,11,18,3,7,1,9
47696,1,5,18,7,3,1,8
47697,1,9,18,3,7,1,9
47698,1,9,5,1,5,3,8
47699,1,9,18,5,1,2,8
47700,2,9,9,1,7,2,8
47701,1,9,12,4,8,3,-1
47702,2,9,18,4,8,1,5
47703,3,21,18,4,8,1,7
47704,4,9,18,4,8,2,10
47705,1,9,18,5,1,3,-1
47706,1,9,18,4,8,1,7
47707,1,9,9,2,7,2,7
47708,2,90,18,7,4,1,7
47709,1,9,4,5,1,2,6
47710,2,97,4,1,5,1,7
47711,1,9,1,6,7,1,7
47712,1,9,18,6,3,1,6
47713,2,9,13,6,3,3,-1
47714,1,9,18,3,7,2,7
47715,2,9,8,3,7,2,8
47716,1,1,18,2,4,2,10
47717,1,9,18,4,8,1,4
47718,2,9,18,4,8,2,7
47719,1,1,18,7,3,1,-1
47720,1,-1,18,3,7,3,-1
47721,1,9,18,1,5,3,4
47722,1,9,8,3,7,1,7
47723,1,9,18,3,7,1,6
47724,2,9,13,3,7,1,6
47725,1,9,18,4,8,1,7
47726,2,98,-1,-1,-1,3,-1
47727,1,9,18,8,4,1,8
47728,2,1,18,8,4,1,8
47729,1,-1,1,-1,-1,3,-1
47730,2,22,-1,-1,-1,1,8
47731,1,9,18,7,3,2,4
47732,1,9,9,4,8,1,10
47733,1,1,18,1,5,1,6
47734,1,98,5,5,1,1,6
47735,2,9,18,5,1,1,9
47736,1,9,18,2,6,2,7
47737,2,97,18,8,4,1,5
47738,1,1,18,3,7,1,10
47739,2,9,18,3,7,1,5
47740,1,11,2,0,0,1,-1
47741,1,9,4,8,6,1,8
47742,1,97,18,6,3,1,6
47743,1,9,18,7,3,1,6
47744,1,9,9,5,3,1,8
47745,2,1,18,3,7,1,5
47746,1,9,18,6,2,3,7
47747,2,9,18,6,2,2,4
47748,1,9,18,3,7,1,6
47749,2,9,18,3,7,1,-1
47750,3,9,2,0,0,1,7
47751,1,9,18,5,1,1,5
47752,2,9,18,1,5,1,5
47753,1,9,18,5,1,1,6
47754,2,1,18,5,1,1,4
47755,1,9,-1,2,8,1,7
47756,2,9,-1,8,4,2,6
47757,1,9,-1,6,2,1,6
47758,1,9,-1,5,1,1,5
47759,2,9,-1,7,3,1,6
47760,1,9,-1,6,2,1,8
47761,1,9,-1,1,5,1,9
47762,1,9,-1,3,7,3,-1
47763,1,9,-1,1,5,3,-1
47764,2,9,-1,0,0,1,4
47765,1,8,-1,1,5,1,5
47766,1,9,-1,7,5,2,4
47767,1,19,-1,3,7,1,7
47768,2,9,-1,0,0,3,-1
47769,3,9,-1,0,0,3,-1
47770,4,9,-1,0,0,3,-1
47771,1,5,-1,3,7,1,5
47772,2,9,-1,5,3,1,9
47773,1,9,-1,4,8,2,8
47774,2,1,-1,4,8,1,6
47775,1,9,-1,5,1,1,-1
47776,2,9,-1,1,5,1,8
47777,3,9,-1,0,0,1,4
47778,1,9,-1,6,2,1,6
47779,1,9,-1,7,3,1,6
47780,1,9,-1,3,7,1,6
47781,2,9,-1,3,7,1,-1
47782,1,9,-1,3,7,1,6
47783,2,9,-1,5,1,1,-1
47784,1,9,-1,5,1,1,6
47785,2,9,-1,7,3,2,8
47786,1,9,-1,4,8,1,-1
47787,1,9,-1,0,0,2,8
47788,2,9,-1,6,2,3,-1
47789,1,9,-1,5,1,1,6
47790,1,9,-1,0,0,3,7
47791,2,9,-1,1,5,2,6
47792,3,9,-1,1,5,1,5
47793,4,9,-1,1,5,1,5
47794,5,9,-1,1,5,2,10
47795,6,9,-1,1,5,1,5
47796,7,9,-1,1,5,1,5
47797,1,9,-1,8,4,1,6
47798,2,9,-1,8,4,2,7
47799,1,9,-1,8,4,1,4
47800,2,9,-1,4,8,2,8
47801,1,1,-1,1,5,1,7
47802,2,9,-1,1,5,1,-1
47803,1,9,-1,6,2,1,4
47804,1,9,-1,1,5,2,6
47805,2,1,-1,3,7,1,4
47806,1,9,-1,0,0,1,7
47807,2,1,-1,3,7,1,9
47808,1,19,-1,5,3,3,-1
47809,2,1,-1,1,5,2,6
47810,1,5,-1,3,1,2,7
47811,1,9,-1,5,1,2,5
47812,1,9,-1,1,5,2,6
47813,2,1,-1,1,5,1,10
47814,1,9,-1,6,2,1,7
47815,2,9,-1,2,6,1,11
47816,1,2,-1,8,4,1,4
47817,2,9,-1,2,6,1,6
47818,1,9,-1,1,5,1,8
47819,2,9,-1,3,7,1,8
47820,1,9,-1,3,7,2,8
47821,2,9,-1,1,5,1,8
47822,1,9,-1,3,5,1,-1
47823,1,9,-1,7,5,2,7
47824,1,9,-1,3,7,1,9
47825,2,19,-1,5,7,1,-1
47826,1,9,-1,2,7,1,10
47827,1,9,-1,1,5,1,5
47828,2,9,-1,3,1,1,6
47829,1,9,-1,8,5,2,7
47830,1,9,-1,3,7,2,7
47831,1,9,-1,2,6,2,8
47832,1,9,-1,8,4,1,7
47833,2,9,-1,2,5,1,7
47834,1,9,-1,7,3,1,7
47835,2,9,-1,7,5,3,-1
47836,3,9,-1,0,0,3,-1
47837,1,9,-1,8,4,1,4
47838,2,9,-1,2,8,1,6
47839,1,98,-1,2,6,1,9
47840,2,98,-1,2,6,1,7
47841,1,8,-1,7,5,1,7
47842,2,9,-1,7,5,3,-1
47843,1,9,-1,5,3,2,8
47844,2,9,-1,1,3,2,6
47845,1,9,-1,6,2,1,4
47846,1,11,-1,5,1,1,8
47847,1,9,-1,5,1,3,-1
47848,1,9,-1,3,1,2,5
47849,2,9,-1,1,3,2,10
47850,1,9,-1,2,6,1,7
47851,2,9,-1,2,6,3,-1
47852,3,9,-1,1,5,1,-1
47853,1,9,-1,1,5,1,8
47854,2,19,-1,5,1,1,6
47855,1,2,-1,1,5,1,3
47856,2,9,-1,3,7,3,-1
47857,1,9,-1,1,5,1,10
47858,2,22,-1,7,3,2,11
47859,1,11,-1,5,3,1,8
47860,1,9,-1,3,7,1,7
47861,2,9,-1,1,5,1,5
47862,1,9,-1,7,4,1,8
47863,1,19,-1,3,7,2,5
47864,2,9,-1,3,7,2,7
47865,1,9,-1,1,5,3,-1
47866,1,8,-1,3,1,1,9
47867,2,9,-1,1,5,1,8
47868,1,9,-1,1,5,1,8
47869,2,9,-1,8,4,1,9
47870,1,9,-1,5,1,2,8
47871,1,11,-1,8,2,2,8
47872,1,8,-1,7,3,1,6
47873,2,9,-1,5,1,2,5
47874,1,9,-1,2,5,1,8
47875,1,9,-1,8,4,1,8
47876,2,9,-1,8,4,1,-1
47877,1,9,-1,9,9,1,-1
47878,1,9,-1,9,9,3,-1
47879,1,1,-1,5,1,1,8
47880,2,9,-1,5,7,2,-1
47881,1,9,-1,3,5,2,8
47882,2,9,-1,1,5,2,11
47883,1,3,-1,5,1,1,5
47884,2,9,-1,5,7,1,7
47885,1,9,-1,2,6,1,6
47886,1,9,-1,8,4,1,4
47887,2,-1,-1,6,2,1,3
47888,1,9,-1,3,5,1,9
47889,2,19,-1,0,0,3,-1
47890,3,9,-1,0,0,3,-1
47891,1,9,-1,5,3,1,8
47892,2,3,-1,5,1,1,8
47893,1,9,-1,1,5,1,9
47894,2,9,-1,5,1,1,8
47895,1,9,-1,2,6,1,6
47896,2,9,-1,9,9,3,-1
47897,1,9,-1,7,3,1,9
47898,2,19,-1,7,3,1,6
47899,1,9,-1,3,7,2,11
47900,1,9,-1,1,5,1,6
47901,1,9,-1,6,2,1,11
47902,2,9,-1,6,4,2,8
47903,1,9,-1,5,1,3,-1
47904,2,5,-1,5,1,1,10
47905,3,9,-1,5,1,1,8
47906,1,9,-1,1,4,1,4
47907,1,9,-1,4,8,1,10
47908,1,9,-1,8,4,2,6
47909,2,9,-1,4,8,2,6
47910,1,9,-1,9,9,3,-1
47911,1,21,-1,8,4,1,7
47912,2,21,-1,8,4,1,6
47913,3,21,-1,8,4,1,9
47914,1,11,-1,5,1,1,7
47915,1,21,-1,7,3,1,8
47916,2,9,-1,3,7,1,5
47917,1,9,-1,6,2,2,6
47918,2,9,-1,6,2,1,-1
47919,1,1,-1,1,5,1,6
47920,2,9,-1,5,1,2,-1
47921,1,9,-1,2,4,1,9
47922,2,9,-1,8,4,1,6
47923,1,9,-1,2,8,2,9
47924,1,3,-1,8,4,1,4
47925,2,1,-1,6,2,2,3
47926,1,9,-1,6,4,2,6
47927,2,9,-1,4,8,2,7
47928,1,9,-1,4,4,1,-1
47929,1,11,-1,1,5,1,9
47930,1,9,-1,5,1,1,6
47931,2,1,-1,7,3,1,3
47932,1,9,-1,5,1,2,6
47933,1,9,-1,1,4,2,7
47934,2,9,-1,4,1,1,11
47935,1,1,-1,2,4,1,10
47936,1,9,-1,3,8,1,11
47937,2,1,-1,5,8,1,10
47938,1,19,-1,1,7,1,7
47939,2,4,-1,1,5,1,8
47940,1,9,-1,7,3,1,9
47941,1,9,-1,1,1,3,-1
47942,2,9,-1,5,1,1,4
47943,1,1,-1,1,5,1,4
47944,2,19,-1,0,0,2,9
47945,1,9,-1,2,6,2,5
47946,2,1,-1,8,4,1,8
47947,1,19,-1,2,6,1,4
47948,2,9,-1,6,5,1,10
47949,1,9,-1,3,8,2,6
47950,1,3,-1,7,3,1,6
47951,2,9,-1,0,0,2,-1
47952,1,9,-1,5,1,1,7
47953,1,3,-1,1,5,1,7
47954,2,9,-1,1,5,3,-1
47955,1,19,-1,7,3,1,7
47956,1,9,-1,6,3,1,4
47957,2,21,-1,0,0,1,7
47958,1,9,-1,3,7,2,9
47959,2,9,-1,3,7,3,-1
47960,1,19,-1,5,1,3,-1
47961,2,5,-1,5,1,1,9
47962,1,9,-1,5,1,1,8
47963,2,9,-1,5,1,1,-1
47964,1,9,-1,8,2,1,8
47965,2,9,-1,2,8,2,11
47966,1,1,-1,1,5,1,8
47967,2,9,-1,3,1,1,-1
47968,1,9,-1,1,5,2,6
47969,2,19,-1,1,5,2,5
47970,1,9,-1,3,7,2,11
47971,2,9,-1,3,7,2,7
47972,1,9,-1,1,3,1,7
47973,1,9,-1,9,9,3,-1
47974,1,8,-1,6,2,1,-1
47975,1,9,-1,3,1,2,7
47976,2,9,-1,3,7,3,-1
47977,1,9,-1,1,5,2,6
47978,1,19,-1,7,3,1,6
47979,2,1,-1,5,1,1,9
47980,1,9,-1,3,7,1,4
47981,2,9,-1,5,1,2,8
47982,3,9,-1,7,1,1,9
47983,1,9,-1,2,8,1,8
47984,2,9,-1,4,8,1,4
47985,1,9,-1,2,6,1,9
47986,1,19,-1,3,7,1,6
47987,2,9,-1,5,1,1,9
47988,1,9,-1,6,2,2,9
47989,1,9,-1,6,4,1,11
47990,2,9,-1,1,4,1,4
47991,1,9,-1,3,7,1,8
47992,2,9,-1,5,1,2,6
47993,1,9,-1,7,3,1,8
47994,2,9,-1,5,1,2,9
47995,1,9,-1,8,4,1,9
47996,2,9,-1,8,4,1,-1
47997,1,9,-1,8,4,2,6
47998,2,9,-1,8,4,1,7
47999,1,9,-1,0,0,1,6
48000,2,23,-1,3,7,1,6
48001,1,19,-1,5,5,1,8
48002,2,4,-1,1,5,1,5
48003,1,9,-1,2,6,2,6
48004,2,9,-1,2,6,2,8
48005,1,9,-1,3,7,3,-1
48006,1,9,-1,3,7,2,7
48007,2,9,-1,6,3,1,5
48008,1,9,-1,7,3,2,7
48009,1,1,-1,3,7,1,7
48010,2,9,-1,3,7,3,-1
48011,1,2,-1,9,9,1,4
48012,2,98,-1,9,9,3,-1
48013,1,9,-1,3,7,2,5
48014,2,9,-1,3,7,1,-1
48015,1,9,-1,8,3,2,7
48016,2,9,-1,3,7,2,8
48017,1,9,-1,1,5,1,9
48018,2,9,-1,1,5,1,6
48019,1,9,-1,5,1,1,5
48020,2,9,-1,5,1,3,-1
48021,1,9,-1,6,2,1,8
48022,2,21,-1,6,2,1,6
48023,1,9,-1,2,6,3,-1
48024,1,19,-1,1,5,1,7
48025,2,9,-1,1,5,1,6
48026,3,9,-1,1,5,1,8
48027,1,9,-1,1,5,1,6
48028,1,9,-1,3,7,1,7
48029,2,9,-1,5,1,3,-1
48030,1,9,-1,1,7,1,6
48031,2,4,-1,4,1,1,6
48032,1,9,-1,7,1,1,6
48033,2,3,-1,5,1,1,6
48034,1,9,-1,6,2,2,4
48035,2,9,-1,0,0,3,-1
48036,3,9,-1,0,0,3,-1
48037,1,9,-1,8,2,1,8
48038,1,9,-1,2,6,1,7
48039,2,9,-1,2,6,3,-1
48040,1,1,-1,4,8,1,6
48041,2,9,-1,2,6,2,7
48042,1,9,-1,3,7,1,-1
48043,2,9,-1,0,0,3,-1
48044,1,9,-1,7,5,1,10
48045,1,9,-1,7,3,1,7
48046,2,9,-1,7,3,1,6
48047,1,5,-1,4,1,1,5
48048,1,9,-1,6,3,2,4
48049,2,9,-1,3,8,2,9
48050,1,19,-1,8,4,1,7
48051,2,3,-1,8,4,1,4
48052,1,9,-1,2,8,2,6
48053,2,9,-1,8,4,2,9
48054,1,9,-1,2,6,2,11
48055,1,9,-1,2,7,2,4
48056,1,9,-1,2,6,1,5
48057,2,9,-1,4,8,1,7
48058,3,9,-1,6,8,1,9
48059,1,9,-1,5,1,1,7
48060,1,9,-1,5,1,1,7
48061,2,9,-1,5,1,3,-1
48062,1,9,-1,5,1,2,7
48063,2,9,-1,5,1,2,8
48064,1,1,-1,8,4,1,8
48065,2,19,-1,8,4,1,-1
48066,1,9,-1,9,9,2,-1
48067,1,-1,-1,7,3,1,4
48068,2,9,-1,3,7,1,-1
48069,3,9,-1,0,0,3,-1
48070,1,9,-1,5,3,1,9
48071,1,9,-1,5,1,2,8
48072,2,98,-1,5,1,1,-1
48073,1,9,-1,3,7,1,5
48074,2,1,-1,1,5,1,10
48075,1,9,-1,5,1,2,7
48076,1,9,-1,8,4,1,10
48077,1,9,-1,6,2,2,8
48078,2,9,-1,2,6,1,-1
48079,1,9,-1,5,1,2,-1
